Decade,speeches,mean_per_1000_words,median_per_1000_words,std_per_1000_words,share_mentioning
1940,144,0.006065141352507012,0.0,0.043858328176853624,0.020833333333333332
1950,537,0.08104643141831921,0.0,0.21123928668257783,0.19553072625698323
1960,969,0.09220092984378277,0.0,0.21206044886014327,0.239422084623323
1970,1210,0.1797014153686754,0.0,0.29789632333935273,0.3958677685950413
1980,1444,0.323509639555528,0.22309026274334381,0.45105666223910623,0.5609418282548476
1990,1723,0.3577866204555304,0.0,0.8946219539606998,0.4277423099245502
2000,1885,1.3589570033226785,0.0,2.549983231842079,0.48647214854111404
2010,1930,2.5285689608340363,1.6462738182567187,2.990600772628159,0.7766839378238342
2020,1149,3.7847664867308537,3.007518796992481,3.4838226387831828,0.8825065274151436
